Date,City,Fuel_Type,RSP
2023-09-24,Kolkata,Diesel,92.76
2023-09-23,Delhi,Petrol,96.72
2023-09-23,Mumbai,Petrol,106.31
2023-09-23,Chennai,Petrol,102.63
2023-09-23,Kolkata,Petrol,106.03
2023-09-23,Delhi,Diesel,89.62
2023-09-23,Mumbai,Diesel,94.27
2023-09-23,Chennai,Diesel,94.24
2023-09-23,Kolkata,Diesel,92.76
2023-09-22,Delhi,Petrol,96.72
2023-09-22,Mumbai,Petrol,106.31
2023-09-22,Chennai,Petrol,102.63
2023-09-22,Kolkata,Petrol,106.03
2023-09-22,Delhi,Diesel,89.62
2023-09-22,Mumbai,Diesel,94.27
2023-09-22,Chennai,Diesel,94.24
2023-09-22,Kolkata,Diesel,92.76
2023-09-21,Delhi,Petrol,96.72
2023-09-21,Mumbai,Petrol,106.31
2023-09-21,Chennai,Petrol,102.63
2023-09-21,Kolkata,Petrol,106.03
2023-09-21,Delhi,Diesel,89.62
2023-09-21,Mumbai,Diesel,94.27
2023-09-21,Chennai,Diesel,94.24
2023-09-21,Kolkata,Diesel,92.76
2023-09-20,Delhi,Petrol,96.72
2023-09-20,Mumbai,Petrol,106.31
2023-09-20,Chennai,Petrol,102.63
2023-09-20,Kolkata,Petrol,106.03
2023-09-20,Delhi,Diesel,89.62
2023-09-20,Mumbai,Diesel,94.27
2023-09-20,Chennai,Diesel,94.24
2023-09-20,Kolkata,Diesel,92.76
2023-09-19,Delhi,Petrol,96.72
2023-09-19,Mumbai,Petrol,106.31
2023-09-19,Chennai,Petrol,102.63
2023-09-19,Kolkata,Petrol,106.03
2023-09-19,Delhi,Diesel,89.62
2023-09-19,Mumbai,Diesel,94.27
2023-09-19,Chennai,Diesel,94.24
2023-09-19,Kolkata,Diesel,92.76
2023-09-18,Delhi,Petrol,96.72
2023-09-18,Mumbai,Petrol,106.31
2023-09-18,Chennai,Petrol,102.63
2023-09-18,Kolkata,Petrol,106.03
2023-09-18,Delhi,Diesel,89.62
2023-09-18,Mumbai,Diesel,94.27
2023-09-18,Chennai,Diesel,94.24
2023-09-18,Kolkata,Diesel,92.76
2023-09-17,Delhi,Petrol,96.72
2023-09-17,Mumbai,Petrol,106.31
2023-09-17,Chennai,Petrol,102.63
2023-09-17,Kolkata,Petrol,106.03
2023-09-17,Delhi,Diesel,89.62
2023-09-17,Mumbai,Diesel,94.27
2023-09-17,Chennai,Diesel,94.24
2023-09-17,Kolkata,Diesel,92.76
2023-09-16,Delhi,Petrol,96.72
2023-09-16,Mumbai,Petrol,106.31
2023-09-16,Chennai,Petrol,102.63
2023-09-16,Kolkata,Petrol,106.03
2023-09-16,Delhi,Diesel,89.62
2023-09-16,Mumbai,Diesel,94.27
2023-09-16,Chennai,Diesel,94.24
2023-09-16,Kolkata,Diesel,92.76
2023-09-15,Delhi,Petrol,96.72
2023-09-15,Mumbai,Petrol,106.31
2023-09-15,Chennai,Petrol,102.63
2023-09-15,Kolkata,Petrol,106.03
2023-09-15,Delhi,Diesel,89.62
2023-09-15,Mumbai,Diesel,94.27
2023-09-15,Chennai,Diesel,94.24
2023-09-15,Kolkata,Diesel,92.76
2023-09-14,Delhi,Petrol,96.72
2023-09-14,Mumbai,Petrol,106.31
2023-09-14,Chennai,Petrol,102.63
2023-09-14,Kolkata,Petrol,106.03
2023-09-14,Delhi,Diesel,89.62
2023-09-14,Mumbai,Diesel,94.27
2023-09-14,Chennai,Diesel,94.24
2023-09-14,Kolkata,Diesel,92.76
2023-09-13,Delhi,Petrol,96.72
2023-09-13,Mumbai,Petrol,106.31
2023-09-13,Chennai,Petrol,102.63
2023-09-13,Kolkata,Petrol,106.03
2023-09-13,Delhi,Diesel,89.62
2023-09-13,Mumbai,Diesel,94.27
2023-09-13,Chennai,Diesel,94.24
2023-09-13,Kolkata,Diesel,92.76
2023-09-12,Delhi,Petrol,96.72
2023-09-12,Mumbai,Petrol,106.31
2023-09-12,Chennai,Petrol,102.63
2023-09-12,Kolkata,Petrol,106.03
2023-09-12,Delhi,Diesel,89.62
2023-09-12,Mumbai,Diesel,94.27
2023-09-12,Chennai,Diesel,94.24
2023-09-12,Kolkata,Diesel,92.76
2023-09-11,Delhi,Petrol,96.72
2023-09-11,Mumbai,Petrol,106.31
2023-09-11,Chennai,Petrol,102.63
2023-09-11,Kolkata,Petrol,106.03
2023-09-11,Delhi,Diesel,89.62
2023-09-11,Mumbai,Diesel,94.27
2023-09-11,Chennai,Diesel,94.24
2023-09-11,Kolkata,Diesel,92.76
2023-09-10,Delhi,Petrol,96.72
2023-09-10,Mumbai,Petrol,106.31
2023-09-10,Chennai,Petrol,102.63
2023-09-10,Kolkata,Petrol,106.03
2023-09-10,Delhi,Diesel,89.62
2023-09-10,Mumbai,Diesel,94.27
2023-09-10,Chennai,Diesel,94.24
2023-09-10,Kolkata,Diesel,92.76
2023-09-09,Delhi,Petrol,96.72
2023-09-09,Mumbai,Petrol,106.31
2023-09-09,Chennai,Petrol,102.63
2023-09-09,Kolkata,Petrol,106.03
2023-09-09,Delhi,Diesel,89.62
2023-09-09,Mumbai,Diesel,94.27
2023-09-09,Chennai,Diesel,94.24
2023-09-09,Kolkata,Diesel,92.76
2023-09-08,Delhi,Petrol,96.72
2023-09-08,Mumbai,Petrol,106.31
2023-09-08,Chennai,Petrol,102.63
2023-09-08,Kolkata,Petrol,106.03
2023-09-08,Delhi,Diesel,89.62
2023-09-08,Mumbai,Diesel,94.27
2023-09-08,Chennai,Diesel,94.24
2023-09-08,Kolkata,Diesel,92.76
2023-09-07,Delhi,Petrol,96.72
2023-09-07,Mumbai,Petrol,106.31
2023-09-07,Chennai,Petrol,102.63
2023-09-07,Kolkata,Petrol,106.03
2023-09-07,Delhi,Diesel,89.62
2023-09-07,Mumbai,Diesel,94.27
2023-09-07,Chennai,Diesel,94.24
2023-09-07,Kolkata,Diesel,92.76
2023-09-06,Delhi,Petrol,96.72
2023-09-06,Mumbai,Petrol,106.31
2023-09-06,Chennai,Petrol,102.63
2023-09-06,Kolkata,Petrol,106.03
2023-09-06,Delhi,Diesel,89.62
2023-09-06,Mumbai,Diesel,94.27
2023-09-06,Chennai,Diesel,94.24
2023-09-06,Kolkata,Diesel,92.76
2023-09-05,Delhi,Petrol,96.72
2023-09-05,Mumbai,Petrol,106.31
2023-09-05,Chennai,Petrol,102.63
2023-09-05,Kolkata,Petrol,106.03
2023-09-05,Delhi,Diesel,89.62
2023-09-05,Mumbai,Diesel,94.27
2023-09-05,Chennai,Diesel,94.24
2023-09-05,Kolkata,Diesel,92.76
2023-09-04,Delhi,Petrol,96.72
2023-09-04,Mumbai,Petrol,106.31
2023-09-04,Chennai,Petrol,102.63
2023-09-04,Kolkata,Petrol,106.03
2023-09-04,Delhi,Diesel,89.62
2023-09-04,Mumbai,Diesel,94.27
2023-09-04,Chennai,Diesel,94.24
2023-09-04,Kolkata,Diesel,92.76
2023-09-03,Delhi,Petrol,96.72
2023-09-03,Mumbai,Petrol,106.31
2023-09-03,Chennai,Petrol,102.63
2023-09-03,Kolkata,Petrol,106.03
2023-09-03,Delhi,Diesel,89.62
2023-09-03,Mumbai,Diesel,94.27
2023-09-03,Chennai,Diesel,94.24
2023-09-03,Kolkata,Diesel,92.76
2023-09-02,Delhi,Petrol,96.72
2023-09-02,Mumbai,Petrol,106.31
2023-09-02,Chennai,Petrol,102.63
2023-09-02,Kolkata,Petrol,106.03
2023-09-02,Delhi,Diesel,89.62
2023-09-02,Mumbai,Diesel,94.27
2023-09-02,Chennai,Diesel,94.24
2023-09-02,Kolkata,Diesel,92.76
2023-09-01,Delhi,Petrol,96.72
2023-09-01,Mumbai,Petrol,106.31
2023-09-01,Chennai,Petrol,102.63
2023-09-01,Kolkata,Petrol,106.03
2023-09-01,Delhi,Diesel,89.62
2023-09-01,Mumbai,Diesel,94.27
2023-09-01,Chennai,Diesel,94.24
2023-09-01,Kolkata,Diesel,92.76
2023-08-31,Delhi,Petrol,96.72
2023-08-31,Mumbai,Petrol,106.31
2023-08-31,Chennai,Petrol,102.63
2023-08-31,Kolkata,Petrol,106.03
2023-08-31,Delhi,Diesel,89.62
2023-08-31,Mumbai,Diesel,94.27
2023-08-31,Chennai,Diesel,94.24
2023-08-31,Kolkata,Diesel,92.76
2023-08-30,Delhi,Petrol,96.72
2023-08-30,Mumbai,Petrol,106.31
2023-08-30,Chennai,Petrol,102.63
2023-08-30,Kolkata,Petrol,106.03
2023-08-30,Delhi,Diesel,89.62
2023-08-30,Mumbai,Diesel,94.27
2023-08-30,Chennai,Diesel,94.24
2023-08-30,Kolkata,Diesel,92.76
2023-08-29,Delhi,Petrol,96.72
2023-08-29,Mumbai,Petrol,106.31
2023-08-29,Chennai,Petrol,102.63
2023-08-29,Kolkata,Petrol,106.03
2023-08-29,Delhi,Diesel,89.62
2023-08-29,Mumbai,Diesel,94.27
2023-08-29,Chennai,Diesel,94.24
2023-08-29,Kolkata,Diesel,92.76
2023-08-28,Delhi,Petrol,96.72
2023-08-28,Mumbai,Petrol,106.31
2023-08-28,Chennai,Petrol,102.63
2023-08-28,Kolkata,Petrol,106.03
2023-08-28,Delhi,Diesel,89.62
2023-08-28,Mumbai,Diesel,94.27
2023-08-28,Chennai,Diesel,94.24
2023-08-28,Kolkata,Diesel,92.76
2023-08-27,Delhi,Petrol,96.72
2023-08-27,Mumbai,Petrol,106.31
2023-08-27,Chennai,Petrol,102.63
2023-08-27,Kolkata,Petrol,106.03
2023-08-27,Delhi,Diesel,89.62
2023-08-27,Mumbai,Diesel,94.27
2023-08-27,Chennai,Diesel,94.24
2023-08-27,Kolkata,Diesel,92.76
2023-08-26,Delhi,Petrol,96.72
2023-08-26,Mumbai,Petrol,106.31
2023-08-26,Chennai,Petrol,102.63
2023-08-26,Kolkata,Petrol,106.03
2023-08-26,Delhi,Diesel,89.62
2023-08-26,Mumbai,Diesel,94.27
2023-08-26,Chennai,Diesel,94.24
2023-08-26,Kolkata,Diesel,92.76
2023-08-25,Delhi,Petrol,96.72
2023-08-25,Mumbai,Petrol,106.31
2023-08-25,Chennai,Petrol,102.63
2023-08-25,Kolkata,Petrol,106.03
2023-08-25,Delhi,Diesel,89.62
2023-08-25,Mumbai,Diesel,94.27
2023-08-25,Chennai,Diesel,94.24
2023-08-25,Kolkata,Diesel,92.76
2023-08-24,Delhi,Petrol,96.72
2023-08-24,Mumbai,Petrol,106.31
2023-08-24,Chennai,Petrol,102.63
2023-08-24,Kolkata,Petrol,106.03
2023-08-24,Delhi,Diesel,89.62
2023-08-24,Mumbai,Diesel,94.27
2023-08-24,Chennai,Diesel,94.24
2023-08-24,Kolkata,Diesel,92.76
2023-08-23,Delhi,Petrol,96.72
2023-08-23,Mumbai,Petrol,106.31
2023-08-23,Chennai,Petrol,102.63
2023-08-23,Kolkata,Petrol,106.03
2023-08-23,Delhi,Diesel,89.62
2023-08-23,Mumbai,Diesel,94.27
2023-08-23,Chennai,Diesel,94.24
2023-08-23,Kolkata,Diesel,92.76
2023-08-22,Delhi,Petrol,96.72
2023-08-22,Mumbai,Petrol,106.31
2023-08-22,Chennai,Petrol,102.63
2023-08-22,Kolkata,Petrol,106.03
2023-08-22,Delhi,Diesel,89.62
2023-08-22,Mumbai,Diesel,94.27
2023-08-22,Chennai,Diesel,94.24
2023-08-22,Kolkata,Diesel,92.76
2023-08-21,Delhi,Petrol,96.72
2023-08-21,Mumbai,Petrol,106.31
2023-08-21,Chennai,Petrol,102.63
2023-08-21,Kolkata,Petrol,106.03
2023-08-21,Delhi,Diesel,89.62
2023-08-21,Mumbai,Diesel,94.27
2023-08-21,Chennai,Diesel,94.24
2023-08-21,Kolkata,Diesel,92.76
2023-08-20,Delhi,Petrol,96.72
2023-08-20,Mumbai,Petrol,106.31
2023-08-20,Chennai,Petrol,102.63
2023-08-20,Kolkata,Petrol,106.03
2023-08-20,Delhi,Diesel,89.62
2023-08-20,Mumbai,Diesel,94.27
2023-08-20,Chennai,Diesel,94.24
2023-08-20,Kolkata,Diesel,92.76
2023-08-19,Delhi,Petrol,96.72
2023-08-19,Mumbai,Petrol,106.31
2023-08-19,Chennai,Petrol,102.63
2023-08-19,Kolkata,Petrol,106.03
2023-08-19,Delhi,Diesel,89.62
2023-08-19,Mumbai,Diesel,94.27
2023-08-19,Chennai,Diesel,94.24
2023-08-19,Kolkata,Diesel,92.76
2023-08-18,Delhi,Petrol,96.72
2023-08-18,Mumbai,Petrol,106.31
2023-08-18,Chennai,Petrol,102.63
2023-08-18,Kolkata,Petrol,106.03
2023-08-18,Delhi,Diesel,89.62
2023-08-18,Mumbai,Diesel,94.27
2023-08-18,Chennai,Diesel,94.24
2023-08-18,Kolkata,Diesel,92.76
2023-08-17,Delhi,Petrol,96.72
2023-08-17,Mumbai,Petrol,106.31
2023-08-17,Chennai,Petrol,102.63
2023-08-17,Kolkata,Petrol,106.03
2023-08-17,Delhi,Diesel,89.62
2023-08-17,Mumbai,Diesel,94.27
2023-08-17,Chennai,Diesel,94.24
2023-08-17,Kolkata,Diesel,92.76
2023-08-16,Delhi,Petrol,96.72
2023-08-16,Mumbai,Petrol,106.31
2023-08-16,Chennai,Petrol,102.63
2023-08-16,Kolkata,Petrol,106.03
2023-08-16,Delhi,Diesel,89.62
2023-08-16,Mumbai,Diesel,94.27
2023-08-16,Chennai,Diesel,94.24
2023-08-16,Kolkata,Diesel,92.76
2023-08-15,Delhi,Petrol,96.72
2023-08-15,Mumbai,Petrol,106.31
2023-08-15,Chennai,Petrol,102.63
2023-08-15,Kolkata,Petrol,106.03
2023-08-15,Delhi,Diesel,89.62
2023-08-15,Mumbai,Diesel,94.27
2023-08-15,Chennai,Diesel,94.24
2023-08-15,Kolkata,Diesel,92.76
2023-08-14,Delhi,Petrol,96.72
2023-08-14,Mumbai,Petrol,106.31
2023-08-14,Chennai,Petrol,102.63
2023-08-14,Kolkata,Petrol,106.03
2023-08-14,Delhi,Diesel,89.62
2023-08-14,Mumbai,Diesel,94.27
2023-08-14,Chennai,Diesel,94.24
2023-08-14,Kolkata,Diesel,92.76
2023-08-13,Delhi,Petrol,96.72
2023-08-13,Mumbai,Petrol,106.31
2023-08-13,Chennai,Petrol,102.63
2023-08-13,Kolkata,Petrol,106.03
2023-08-13,Delhi,Diesel,89.62
2023-08-13,Mumbai,Diesel,94.27
2023-08-13,Chennai,Diesel,94.24
2023-08-13,Kolkata,Diesel,92.76
2023-08-12,Delhi,Petrol,96.72
2023-08-12,Mumbai,Petrol,106.31
2023-08-12,Chennai,Petrol,102.63
2023-08-12,Kolkata,Petrol,106.03
2023-08-12,Delhi,Diesel,89.62
2023-08-12,Mumbai,Diesel,94.27
2023-08-12,Chennai,Diesel,94.24
2023-08-12,Kolkata,Diesel,92.76
2023-08-11,Delhi,Petrol,96.72
2023-08-11,Mumbai,Petrol,106.31
2023-08-11,Chennai,Petrol,102.63
2023-08-11,Kolkata,Petrol,106.03
2023-08-11,Delhi,Diesel,89.62
2023-08-11,Mumbai,Diesel,94.27
2023-08-11,Chennai,Diesel,94.24
2023-08-11,Kolkata,Diesel,92.76
2023-08-10,Delhi,Petrol,96.72
2023-08-10,Mumbai,Petrol,106.31
2023-08-10,Chennai,Petrol,102.63
2023-08-10,Kolkata,Petrol,106.03
2023-08-10,Delhi,Diesel,89.62
2023-08-10,Mumbai,Diesel,94.27
2023-08-10,Chennai,Diesel,94.24
2023-08-10,Kolkata,Diesel,92.76
2023-08-09,Delhi,Petrol,96.72
2023-08-09,Mumbai,Petrol,106.31
2023-08-09,Chennai,Petrol,102.63
2023-08-09,Kolkata,Petrol,106.03
2023-08-09,Delhi,Diesel,89.62
2023-08-09,Mumbai,Diesel,94.27
2023-08-09,Chennai,Diesel,94.24
2023-08-09,Kolkata,Diesel,92.76
2023-08-08,Delhi,Petrol,96.72
2023-08-08,Mumbai,Petrol,106.31
2023-08-08,Chennai,Petrol,102.63
2023-08-08,Kolkata,Petrol,106.03
2023-08-08,Delhi,Diesel,89.62
2023-08-08,Mumbai,Diesel,94.27
2023-08-08,Chennai,Diesel,94.24
2023-08-08,Kolkata,Diesel,92.76
2023-08-07,Delhi,Petrol,96.72
2023-08-07,Mumbai,Petrol,106.31
2023-08-07,Chennai,Petrol,102.63
2023-08-07,Kolkata,Petrol,106.03
2023-08-07,Delhi,Diesel,89.62
2023-08-07,Mumbai,Diesel,94.27
2023-08-07,Chennai,Diesel,94.24
2023-08-07,Kolkata,Diesel,92.76
2023-08-06,Delhi,Petrol,96.72
2023-08-06,Mumbai,Petrol,106.31
2023-08-06,Chennai,Petrol,102.63
2023-08-06,Kolkata,Petrol,106.03
2023-08-06,Delhi,Diesel,89.62
2023-08-06,Mumbai,Diesel,94.27
2023-08-06,Chennai,Diesel,94.24
2023-08-06,Kolkata,Diesel,92.76
2023-08-05,Delhi,Petrol,96.72
2023-08-05,Mumbai,Petrol,106.31
2023-08-05,Chennai,Petrol,102.63
2023-08-05,Kolkata,Petrol,106.03
2023-08-05,Delhi,Diesel,89.62
2023-08-05,Mumbai,Diesel,94.27
2023-08-05,Chennai,Diesel,94.24
2023-08-05,Kolkata,Diesel,92.76
2023-08-04,Delhi,Petrol,96.72
2023-08-04,Mumbai,Petrol,106.31
2023-08-04,Chennai,Petrol,102.63
2023-08-04,Kolkata,Petrol,106.03
2023-08-04,Delhi,Diesel,89.62
2023-08-04,Mumbai,Diesel,94.27
2023-08-04,Chennai,Diesel,94.24
2023-08-04,Kolkata,Diesel,92.76
2023-08-03,Delhi,Petrol,96.72
2023-08-03,Mumbai,Petrol,106.31
2023-08-03,Chennai,Petrol,102.63
2023-08-03,Kolkata,Petrol,106.03
2023-08-03,Delhi,Diesel,89.62
2023-08-03,Mumbai,Diesel,94.27
2023-08-03,Chennai,Diesel,94.24
2023-08-03,Kolkata,Diesel,92.76
2023-08-02,Delhi,Petrol,96.72
2023-08-02,Mumbai,Petrol,106.31
2023-08-02,Chennai,Petrol,102.63
2023-08-02,Kolkata,Petrol,106.03
2023-08-02,Delhi,Diesel,89.62
2023-08-02,Mumbai,Diesel,94.27
2023-08-02,Chennai,Diesel,94.24
2023-08-02,Kolkata,Diesel,92.76
2023-08-01,Delhi,Petrol,96.72
2023-08-01,Mumbai,Petrol,106.31
2023-08-01,Chennai,Petrol,102.63
2023-08-01,Kolkata,Petrol,106.03
2023-08-01,Delhi,Diesel,89.62
2023-08-01,Mumbai,Diesel,94.27
2023-08-01,Chennai,Diesel,94.24
2023-08-01,Kolkata,Diesel,92.76
2023-07-31,Delhi,Petrol,96.72
2023-07-31,Mumbai,Petrol,106.31
2023-07-31,Chennai,Petrol,102.63
2023-07-31,Kolkata,Petrol,106.03
2023-07-31,Delhi,Diesel,89.62
2023-07-31,Mumbai,Diesel,94.27
2023-07-31,Chennai,Diesel,94.24
2023-07-31,Kolkata,Diesel,92.76
2023-07-30,Delhi,Petrol,96.72
2023-07-30,Mumbai,Petrol,106.31
2023-07-30,Chennai,Petrol,102.63
2023-07-30,Kolkata,Petrol,106.03
2023-07-30,Delhi,Diesel,89.62
2023-07-30,Mumbai,Diesel,94.27
2023-07-30,Chennai,Diesel,94.24
2023-07-30,Kolkata,Diesel,92.76
2023-07-29,Delhi,Petrol,96.72
2023-07-29,Mumbai,Petrol,106.31
2023-07-29,Chennai,Petrol,102.63
2023-07-29,Kolkata,Petrol,106.03
2023-07-29,Delhi,Diesel,89.62
2023-07-29,Mumbai,Diesel,94.27
2023-07-29,Chennai,Diesel,94.24
2023-07-29,Kolkata,Diesel,92.76
2023-07-28,Delhi,Petrol,96.72
2023-07-28,Mumbai,Petrol,106.31
2023-07-28,Chennai,Petrol,102.63
2023-07-28,Kolkata,Petrol,106.03
2023-07-28,Delhi,Diesel,89.62
2023-07-28,Mumbai,Diesel,94.27
2023-07-28,Chennai,Diesel,94.24
2023-07-28,Kolkata,Diesel,92.76
2023-07-27,Delhi,Petrol,96.72
2023-07-27,Mumbai,Petrol,106.31
2023-07-27,Chennai,Petrol,102.63
2023-07-27,Kolkata,Petrol,106.03
2023-07-27,Delhi,Diesel,89.62
2023-07-27,Mumbai,Diesel,94.27
2023-07-27,Chennai,Diesel,94.24
2023-07-27,Kolkata,Diesel,92.76
2023-07-26,Delhi,Petrol,96.72
2023-07-26,Mumbai,Petrol,106.31
2023-07-26,Chennai,Petrol,102.63
2023-07-26,Kolkata,Petrol,106.03
2023-07-26,Delhi,Diesel,89.62
2023-07-26,Mumbai,Diesel,94.27
2023-07-26,Chennai,Diesel,94.24
2023-07-26,Kolkata,Diesel,92.76
2023-07-25,Delhi,Petrol,96.72
2023-07-25,Mumbai,Petrol,106.31
2023-07-25,Chennai,Petrol,102.63
2023-07-25,Kolkata,Petrol,106.03
2023-07-25,Delhi,Diesel,89.62
2023-07-25,Mumbai,Diesel,94.27
2023-07-25,Chennai,Diesel,94.24
2023-07-25,Kolkata,Diesel,92.76
2023-07-24,Delhi,Petrol,96.72
2023-07-24,Mumbai,Petrol,106.31
2023-07-24,Chennai,Petrol,102.63
2023-07-24,Kolkata,Petrol,106.03
2023-07-24,Delhi,Diesel,89.62
2023-07-24,Mumbai,Diesel,94.27
2023-07-24,Chennai,Diesel,94.24
2023-07-24,Kolkata,Diesel,92.76
2023-07-23,Delhi,Petrol,96.72
2023-07-23,Mumbai,Petrol,106.31
2023-07-23,Chennai,Petrol,102.63
2023-07-23,Kolkata,Petrol,106.03
2023-07-23,Delhi,Diesel,89.62
2023-07-23,Mumbai,Diesel,94.27
2023-07-23,Chennai,Diesel,94.24
2023-07-23,Kolkata,Diesel,92.76
2023-07-22,Delhi,Petrol,96.72
2023-07-22,Mumbai,Petrol,106.31
2023-07-22,Chennai,Petrol,102.63
2023-07-22,Kolkata,Petrol,106.03
2023-07-22,Delhi,Diesel,89.62
2023-07-22,Mumbai,Diesel,94.27
2023-07-22,Chennai,Diesel,94.24
2023-07-22,Kolkata,Diesel,92.76
2023-07-21,Delhi,Petrol,96.72
2023-07-21,Mumbai,Petrol,106.31
2023-07-21,Chennai,Petrol,102.63
2023-07-21,Kolkata,Petrol,106.03
2023-07-21,Delhi,Diesel,89.62
2023-07-21,Mumbai,Diesel,94.27
2023-07-21,Chennai,Diesel,94.24
2023-07-21,Kolkata,Diesel,92.76
2023-07-20,Delhi,Petrol,96.72
2023-07-20,Mumbai,Petrol,106.31
2023-07-20,Chennai,Petrol,102.63
2023-07-20,Kolkata,Petrol,106.03
2023-07-20,Delhi,Diesel,89.62
2023-07-20,Mumbai,Diesel,94.27
2023-07-20,Chennai,Diesel,94.24
2023-07-20,Kolkata,Diesel,92.76
2023-07-19,Delhi,Petrol,96.72
2023-07-19,Mumbai,Petrol,106.31
2023-07-19,Chennai,Petrol,102.63
2023-07-19,Kolkata,Petrol,106.03
2023-07-19,Delhi,Diesel,89.62
2023-07-19,Mumbai,Diesel,94.27
2023-07-19,Chennai,Diesel,94.24
2023-07-19,Kolkata,Diesel,92.76
2023-07-18,Delhi,Petrol,96.72
2023-07-18,Mumbai,Petrol,106.31
2023-07-18,Chennai,Petrol,102.63
2023-07-18,Kolkata,Petrol,106.03
2023-07-18,Delhi,Diesel,89.62
2023-07-18,Mumbai,Diesel,94.27
2023-07-18,Chennai,Diesel,94.24
2023-07-18,Kolkata,Diesel,92.76
2023-07-17,Delhi,Petrol,96.72
2023-07-17,Mumbai,Petrol,106.31
2023-07-17,Chennai,Petrol,102.63
2023-07-17,Kolkata,Petrol,106.03
2023-07-17,Delhi,Diesel,89.62
2023-07-17,Mumbai,Diesel,94.27
2023-07-17,Chennai,Diesel,94.24
2023-07-17,Kolkata,Diesel,92.76
2023-07-16,Delhi,Petrol,96.72
2023-07-16,Mumbai,Petrol,106.31
2023-07-16,Chennai,Petrol,102.63
2023-07-16,Kolkata,Petrol,106.03
2023-07-16,Delhi,Diesel,89.62
2023-07-16,Mumbai,Diesel,94.27
2023-07-16,Chennai,Diesel,94.24
2023-07-16,Kolkata,Diesel,92.76
2023-07-15,Delhi,Petrol,96.72
2023-07-15,Mumbai,Petrol,106.31
2023-07-15,Chennai,Petrol,102.63
2023-07-15,Kolkata,Petrol,106.03
2023-07-15,Delhi,Diesel,89.62
2023-07-15,Mumbai,Diesel,94.27
2023-07-15,Chennai,Diesel,94.24
2023-07-15,Kolkata,Diesel,92.76
2023-07-14,Delhi,Petrol,96.72
2023-07-14,Mumbai,Petrol,106.31
2023-07-14,Chennai,Petrol,102.63
2023-07-14,Kolkata,Petrol,106.03
2023-07-14,Delhi,Diesel,89.62
2023-07-14,Mumbai,Diesel,94.27
2023-07-14,Chennai,Diesel,94.24
2023-07-14,Kolkata,Diesel,92.76
2023-07-13,Delhi,Petrol,96.72
2023-07-13,Mumbai,Petrol,106.31
2023-07-13,Chennai,Petrol,102.63
2023-07-13,Kolkata,Petrol,106.03
2023-07-13,Delhi,Diesel,89.62
2023-07-13,Mumbai,Diesel,94.27
2023-07-13,Chennai,Diesel,94.24
2023-07-13,Kolkata,Diesel,92.76
2023-07-12,Delhi,Petrol,96.72
2023-07-12,Mumbai,Petrol,106.31
2023-07-12,Chennai,Petrol,102.63
2023-07-12,Kolkata,Petrol,106.03
2023-07-12,Delhi,Diesel,89.62
2023-07-12,Mumbai,Diesel,94.27
2023-07-12,Chennai,Diesel,94.24
2023-07-12,Kolkata,Diesel,92.76
2023-07-11,Delhi,Petrol,96.72
2023-07-11,Mumbai,Petrol,106.31
2023-07-11,Chennai,Petrol,102.63
2023-07-11,Kolkata,Petrol,106.03
2023-07-11,Delhi,Diesel,89.62
2023-07-11,Mumbai,Diesel,94.27
2023-07-11,Chennai,Diesel,94.24
2023-07-11,Kolkata,Diesel,92.76
2023-07-10,Delhi,Petrol,96.72
2023-07-10,Mumbai,Petrol,106.31
2023-07-10,Chennai,Petrol,102.63
2023-07-10,Kolkata,Petrol,106.03
2023-07-10,Delhi,Diesel,89.62
2023-07-10,Mumbai,Diesel,94.27
2023-07-10,Chennai,Diesel,94.24
2023-07-10,Kolkata,Diesel,92.76
2023-07-09,Delhi,Petrol,96.72
2023-07-09,Mumbai,Petrol,106.31
2023-07-09,Chennai,Petrol,102.63
2023-07-09,Kolkata,Petrol,106.03
2023-07-09,Delhi,Diesel,89.62
2023-07-09,Mumbai,Diesel,94.27
2023-07-09,Chennai,Diesel,94.24
2023-07-09,Kolkata,Diesel,92.76
2023-07-08,Delhi,Petrol,96.72
2023-07-08,Mumbai,Petrol,106.31
2023-07-08,Chennai,Petrol,102.63
2023-07-08,Kolkata,Petrol,106.03
2023-07-08,Delhi,Diesel,89.62
2023-07-08,Mumbai,Diesel,94.27
2023-07-08,Chennai,Diesel,94.24
2023-07-08,Kolkata,Diesel,92.76
2023-07-07,Delhi,Petrol,96.72
2023-07-07,Mumbai,Petrol,106.31
2023-07-07,Chennai,Petrol,102.63
2023-07-07,Kolkata,Petrol,106.03
2023-07-07,Delhi,Diesel,89.62
2023-07-07,Mumbai,Diesel,94.27
2023-07-07,Chennai,Diesel,94.24
2023-07-07,Kolkata,Diesel,92.76
2023-07-06,Delhi,Petrol,96.72
2023-07-06,Mumbai,Petrol,106.31
2023-07-06,Chennai,Petrol,102.63
2023-07-06,Kolkata,Petrol,106.03
2023-07-06,Delhi,Diesel,89.62
2023-07-06,Mumbai,Diesel,94.27
2023-07-06,Chennai,Diesel,94.24
2023-07-06,Kolkata,Diesel,92.76
2023-07-05,Delhi,Petrol,96.72
2023-07-05,Mumbai,Petrol,106.31
2023-07-05,Chennai,Petrol,102.63
2023-07-05,Kolkata,Petrol,106.03
2023-07-05,Delhi,Diesel,89.62
2023-07-05,Mumbai,Diesel,94.27
2023-07-05,Chennai,Diesel,94.24
2023-07-05,Kolkata,Diesel,92.76
2023-07-04,Delhi,Petrol,96.72
